src_ip,dst_ip,dst_port,src_port,dst_diversity,src_diversity,udp_ratio,tcp_ratio,http_ratio,ssh_ratio,smtp_ratio,bytes,packets,avg_duration
192.168.121.11,0.012987012987012988,0.0013114754098360656,0.01546023235031278,0.02863226770055615,1.0,0.0,1.0,0.09195402298850575,0.0,0.0,0.006060846554382059,0.005806484660925083,9.046252838287897e-05
192.168.198.10,0.0,0.0,0.0,0.4999467886979194,0.498015873015873,1.0,0.0,0.0,0.0,0.0,1.4505434799550508e-07,5.034342395946751e-07,0.0
192.168.147.158,0.00030921459492888067,0.0,0.006434316353887399,0.013408529052651864,0.9864328614328615,1.0,0.0,0.0,0.0,0.0,2.83405947683161e-06,1.925635966449632e-05,8.173039403437244e-08
192.168.119.52,0.0,0.0003278688524590164,0.01385165326184093,0.012715454608712736,1.0,0.02564102564102564,0.9743589743589743,0.0,0.0,0.0,6.801003723428588e-05,0.00019281531376476053,2.7692532777214107e-08
192.168.121.15,0.005256648113790971,0.0006557377049180328,0.009294012511170688,0.028468046613100623,1.0,0.1523809523809524,0.8476190476190476,0.0,0.0,0.0,7.634842799459148e-05,0.0002198749041429743,1.5222980875245699e-05
192.168.120.68,0.00030921459492888067,0.0,0.031099195710455763,0.002007967295636257,0.7368032484311554,1.0,0.0,0.0,0.0,0.0,3.0297453543525603e-05,0.0001345428005316769,5.1146293095505795e-08
192.168.6.25,0.0,0.0,0.0017873100983020554,0.047517692757941786,1.0,1.0,0.0,0.0,0.0,0.0,5.812485840293818e-07,5.03434239594675e-06,0.0
192.168.119.51,0.0,0.0006557377049180328,0.010723860589812333,0.024689604402553616,1.0,0.049586776859504134,0.9504132231404959,0.0,0.0,0.0,0.0001270717336122519,0.00026682014698517774,6.735684499709729e-05
192.168.121.10,0.0018552875695732839,0.0006557377049180328,0.0009830205540661305,0.24992018304687919,1.0,0.0,1.0,0.8333333333333334,0.0,0.0,1.3480429904473267e-05,3.549211389142459e-05,5.932848222190349e-05
192.168.119.156,0.0,0.0009836065573770492,0.0016085790884718498,0.21044229794408334,1.0,0.21052631578947367,0.7894736842105263,0.0,0.0,0.0,3.264960260355698e-05,9.892482808035364e-05,6.198113536161558e-05
192.168.140.110,0.0,0.0009836065573770492,0.002412868632707775,0.14276592348214762,1.0,0.21428571428571427,0.7857142857142857,0.0,0.0,0.0,3.923427942198327e-05,5.701392763409695e-05,2.8388802172755493e-06
192.168.120.11,0.00030921459492888067,0.0003278688524590164,0.0028596961572832885,0.06050608785669713,1.0,0.36363636363636365,0.6363636363636364,0.0,0.6363636363636364,0.0,4.323307031630959e-05,0.0001228379544611007,6.807328057235176e-07
192.168.140.108,0.0,0.0009836065573770492,0.0032171581769436996,0.10801319065034279,1.0,0.13513513513513514,0.8648648648648649,0.0,0.0,0.0,4.14807312971601e-05,7.627028729859327e-05,3.5961373375123876e-06
192.168.121.8,0.00030921459492888067,0.0009836065573770492,0.005630026809651474,0.06240022880859895,1.0,0.015625,0.984375,0.0,0.0,0.0,5.9297151895446875e-05,0.0001885361227282058,4.122933511203579e-05
192.168.6.38,0.0,0.0,0.067828418230563,0.0011840372959732778,0.980568356374808,1.0,0.0,0.0,0.0,0.0,5.829242711063441e-05,0.00019482905072313925,1.0033629940440931e-08
192.168.147.170,0.0,0.0,0.0014298480786416443,0.05872336696078953,1.0,1.0,0.0,0.0,0.0,0.0,6.63056486453387e-07,4.279191036554738e-06,0.0
192.168.120.3,0.0021645021645021645,0.0006557377049180328,0.0899910634495085,0.002832185885371181,0.9872168586664178,0.9422135161606269,0.05778648383937316,0.0,0.0,0.0,0.001962333889384969,0.014456491765640789,0.00012899599461068805
192.168.121.21,0.004947433518862091,0.0022950819672131148,0.008310991957104557,0.08411306561513665,0.9894319131161237,0.18947368421052632,0.8105263157894737,0.0,0.0,0.0,5.381516310633239e-05,0.0001574490584332346,3.437838469066866e-06
192.168.121.28,0.0012368583797155227,0.002622950819672131,0.008936550491510277,0.08025927206938754,0.9013959750566893,0.13392857142857142,0.8660714285714286,0.25,0.0,0.0,5.305878373959279e-05,0.0001566939070738426,2.090588420874113e-05
192.168.6.15,0.0,0.0,0.001161751563896336,0.07132975043899324,1.0,1.0,0.0,0.0,0.0,0.0,3.7913494274654526e-07,3.2723225573653875e-06,0.0
192.168.121.53,0.0,0.0003278688524590164,0.0032171581769436996,0.05395338402309083,1.0,0.10810810810810811,0.8918918918918919,0.0,0.0,0.0,4.794424305002142e-05,7.488584313970791e-05,4.2032774074820116e-07
192.168.119.154,0.0,0.0006557377049180328,0.011706881143878464,0.02262326881866072,1.0,0.022727272727272728,0.9772727272727273,0.0,0.0,0.0,0.00028344221127015986,0.00038928052576658244,1.3431381897544791e-05
192.168.121.22,0.005256648113790971,0.0006557377049180328,0.0033065236818588025,0.07884934760143054,1.0,0.39473684210526316,0.6052631578947368,0.05263157894736842,0.0,0.0,0.00015375365597238718,0.00033000114405430946,0.0006578731366665391
192.168.121.6,0.005256648113790971,0.0013114754098360656,0.004736371760500447,0.0924960239332612,1.0,0.3148148148148148,0.6851851851851852,0.14814814814814814,0.0,0.0,0.0011582314702895118,0.0008558382073109475,0.00013729711595095845
192.168.199.10,0.00030921459492888067,0.0,0.0015192135835567471,0.03835920903446046,0.6910866910866911,1.0,0.0,0.0,0.0,0.0,1.366157597412642e-06,6.796362234528113e-06,9.969311799797078e-08
192.168.121.24,0.0006184291898577613,0.002622950819672131,0.02100089365504915,0.038033229105319595,1.0,0.1059322033898305,0.8940677966101694,0.0,0.0,0.0,0.09636978450436297,0.10362098852585266,1.8070926541507876e-05
192.168.121.43,0.018243661100803957,0.002622950819672131,0.01581769436997319,0.05046075606683578,1.0,0.46629213483146065,0.5337078651685393,0.0,0.0,0.0,7.256378131543388e-05,0.00025675146219328424,2.3104906897806863e-06
192.168.121.26,0.004947433518862091,0.0019672131147540984,0.014477211796246649,0.04284293296779672,1.0,0.19631901840490798,0.803680981595092,0.0,0.0,0.0,0.00011679367061085949,0.0002821748912928154,1.5901969742007606e-06
192.168.121.27,0.0021645021645021645,0.0022950819672131148,0.0037533512064343165,0.1859598885780084,1.0,0.4186046511627907,0.5813953488372093,0.0,0.0,0.0,1.4860164863842833e-05,4.820382844119013e-05,1.8284799781643322e-06
192.168.121.62,0.01422387136672851,0.002622950819672131,0.021268990169794458,0.037554488707292645,1.0,0.27615062761506276,0.7238493723849372,0.0,0.0,0.0,0.00012487323216727738,0.0003778273968158036,6.315565977271728e-06
192.168.6.16,0.0,0.0,0.00044682752457551384,0.16657798116319908,1.0,1.0,0.0,0.0,0.0,0.0,1.481479241375893e-07,1.2585855989866875e-06,0.0
192.168.121.29,0.0006184291898577613,0.0003278688524590164,0.0008042895442359249,0.19991486191667113,1.0,0.0,1.0,1.0,0.0,0.0,0.006000877409002416,0.0033599201150548612,5.8147672624283085e-05
192.168.119.155,0.0,0.0006557377049180328,0.0010723860589812334,0.23068736722756839,1.0,0.23076923076923078,0.7692307692307693,0.0,0.0,0.0,2.1628393866699452e-05,3.373009405284323e-05,6.114511237208875e-06
192.168.6.39,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.6.18,0.0,0.0,0.020107238605898123,0.004280009073927302,0.991193260930103,1.0,0.0,0.0,0.0,0.0,9.961315177511226e-06,5.764322043359029e-05,5.3053062794241756e-08
192.168.119.151,0.0,0.0003278688524590164,0.0016085790884718498,0.10516793766996109,1.0,0.2631578947368421,0.7368421052631579,0.0,0.0,0.0,3.4761827647235605e-05,4.153332476656069e-05,1.364221614709074e-07
192.168.120.1,0.00030921459492888067,0.0,0.00026809651474530834,0.24992018304687919,1.0,1.0,0.0,0.0,0.0,0.0,1.5880357529365723e-07,1.0068684791893501e-06,2.1600175566227e-07
192.168.121.5,0.00030921459492888067,0.0003278688524590164,8.936550491510277e-05,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.00011462490186991723,0.000381099719373169,0.0002760502437363811
192.168.120.10,0.0,0.0,0.00044682752457551384,0.16657798116319908,1.0,0.0,1.0,0.0,0.0,0.0,4.157594469619981e-06,1.0949694711184182e-05,0.00011505693518276919
192.168.121.25,0.00030921459492888067,0.0,8.936550491510277e-05,0.4999467886979194,1.0,1.0,0.0,1.0,0.0,0.0,1.3460493524890946e-06,1.0572119031488176e-05,0.0
192.168.121.48,0.0012368583797155227,0.0029508196721311475,0.014924039320822162,0.05942372159846751,1.0,0.23809523809523808,0.7619047619047619,0.017857142857142856,0.0,0.0,0.00016072571726993888,0.0003065914519131571,5.276614316892597e-06
192.168.121.16,0.0015460729746444033,0.0009836065573770492,0.0008042895442359249,0.39993614643750336,1.0,0.0,1.0,0.0,0.0,0.0,1.1464793182564162e-05,4.115574908686468e-05,0.00032305222576849103
192.168.121.30,0.7575757575757576,0.7557377049180328,0.0033065236818588025,0.7570325828210509,0.008556629042512167,0.9996717005909389,0.00032829940906106366,0.0013131976362442547,0.0,0.0,0.004105100950987683,0.0044477156482590555,8.033137913174243e-05
192.168.197.51,0.0,0.0,0.011260053619302948,0.0077684311171314835,1.0,0.9212598425196851,0.07874015748031496,0.0,0.0,0.0,6.2003859154429345e-06,4.065231484727001e-05,1.3606409805497324e-08
192.168.119.54,0.0,0.0003278688524590164,0.00026809651474530834,0.4999467886979194,1.0,0.5,0.5,0.0,0.0,0.0,2.039869735022097e-06,4.908483836048082e-06,3.6720298462585905e-06
192.168.217.1,0.0,0.0,0.00035746201966041106,0.19991486191667113,1.0,0.0,1.0,0.0,0.0,0.0,4.3550677466896906e-07,4.782625276149413e-06,1.2960105339736201e-05
192.168.253.1,0.0,0.0,0.00035746201966041106,0.19991486191667113,1.0,0.0,1.0,0.0,0.0,0.0,4.3550677466896906e-07,4.782625276149413e-06,1.2960105339736201e-05
192.168.2.5,0.0,0.0006557377049180328,0.0006255585344057193,0.3749334858723993,1.0,0.375,0.625,0.0,0.0,0.0,4.5999758579380254e-06,1.0446260471589508e-05,2.7000219457783753e-06
192.168.121.31,0.008658008658008658,0.0003278688524590164,0.002770330652368186,0.06240022880859895,1.0,0.875,0.125,0.125,0.0,0.0,3.151185404463489e-05,6.053796731125967e-05,1.4310116312625388e-06
192.168.121.77,0.01886209029066172,0.0019672131147540984,0.012064343163538873,0.0513696432651707,1.0,0.5220588235294118,0.47794117647058826,0.014705882352941176,0.0,0.0,9.983228008517656e-05,0.0003778273968158036,1.2070686345832737e-06
192.168.199.40,0.00030921459492888067,0.0006557377049180328,0.0008936550491510277,0.27264987446970096,1.0,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,2.8787788386188497e-05,3.486282109193124e-05,3.3774819976282224e-06
192.168.6.36,0.0,0.0,0.008668453976764969,0.010098744973432357,1.0,1.0,0.0,0.0,0.0,0.0,3.346905655052685e-06,2.441656062034174e-05,0.0
192.168.121.14,0.0018552875695732839,0.0,0.0005361930294906167,0.14276592348214762,1.0,1.0,0.0,0.0,0.0,0.0,1.360829771834608e-06,1.0320401911690838e-05,2.468591493283086e-07
192.168.111.3,0.0,0.0,8.936550491510277e-05,0.4999467886979194,1.0,0.0,1.0,0.0,0.0,0.0,1.258054297780921e-06,4.279191036554738e-06,0.0
192.168.2.4,0.0,0.0,8.936550491510277e-05,0.4999467886979194,1.0,0.0,1.0,0.0,0.0,0.0,1.1312176759554675e-06,4.279191036554738e-06,0.0
192.168.121.50,0.0,0.0,0.0007149240393208221,0.11101651324074566,1.0,0.0,1.0,0.0,0.0,0.0,0.0008271548891795626,0.0030893242112727233,9.878480292287815e-05
192.168.120.66,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.000388441450973982,0.0013167322536598725,9.072073737815341e-05
192.168.4.13,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,8.266722913013974e-07,4.908483836048082e-06,8.640070226490801e-05
192.168.2.220,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.800852068764028e-05,0.00016260925938908004,1.1232091294438042e-05
192.168.120.65,0.00030921459492888067,0.0006557377049180328,0.00017873100983020553,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.5548970910054813e-05,0.00012132765174231668,1.1808095976204094e-05
192.168.197.52,0.0006184291898577613,0.0013114754098360656,0.3049151027703306,0.0011924169057144101,0.8860430839002267,0.9981818181818182,0.0018181818181818182,0.00025974025974025974,0.0,0.0,0.00017372509608431805,0.0009991911070355312,8.168793668682212e-08
192.168.121.76,0.020717377860235003,0.001639344262295082,0.006344950848972296,0.08323577927951896,1.0,0.9166666666666666,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0005450752263346496,0.0005278508002150168,2.4840201901161054e-06
192.168.147.231,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0930635702030952e-07,8.810099192906813e-07,0.0
192.168.121.19,0.00030921459492888067,0.0003278688524590164,8.936550491510277e-05,1.0,1.0,0.5,0.5,0.5,0.0,0.0,6.438419413042193e-06,7.425655034021456e-06,0.00017193739750716693
192.168.121.23,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5.625152618356495e-07,4.782625276149413e-06,0.0021211372406034915
192.168.121.34,0.006493506493506494,0.0042622950819672135,0.0,0.45155454244287935,0.028417818740399385,1.0,0.0,0.0,0.0,0.0,0.00012765023235082165,0.0004442807164423007,3.377988746615113e-05
192.168.121.32,0.00030921459492888067,0.0,8.936550491510277e-05,0.4999467886979194,1.0,1.0,0.0,0.0,0.0,0.0,1.7977114692333924e-07,7.551513593920125e-07,8.6400702264908e-07
192.168.121.39,0.0006184291898577613,0.0006557377049180328,0.035567470956210906,0.007338538358152731,0.9900350545511836,0.5086848635235732,0.4913151364764268,0.007444168734491315,0.0,0.0,0.00024306416800231158,0.0004218778927803377,4.180679141850388e-07
192.168.121.36,0.00030921459492888067,0.0,0.00044682752457551384,0.16657798116319908,1.0,0.0,1.0,0.0,0.0,0.0,8.165837957713784e-06,2.5045853419835084e-05,1.4400117044151335e-06
192.168.197.53,0.0012368583797155227,0.0029508196721311475,0.08873994638069706,0.009491527708738694,0.9537519422356275,0.9644913627639156,0.03550863723608445,0.0009596928982725527,0.0,0.0,7.842920168082558e-05,0.0003741774985787422,1.2935229897625383e-07
192.168.121.56,0.0,0.0,8.936550491510277e-05,0.4999467886979194,1.0,0.0,1.0,0.0,0.0,0.0,6.128718068151317e-07,2.265454078176038e-06,0.0
192.168.121.17,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.859926722757531e-06,3.146463997466719e-06,5.1840421358944804e-05
192.168.120.71,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00015879773187205552,0.0003926787068838465,4.060833006450677e-05
192.168.121.4,0.0018552875695732839,0.0,0.0005361930294906167,0.14276592348214762,1.0,1.0,0.0,0.0,0.0,0.0,1.360829771834608e-06,1.0320401911690838e-05,4.937182986566172e-07
192.168.121.2,0.0018552875695732839,0.0,0.0005361930294906167,0.14276592348214762,1.0,1.0,0.0,0.0,0.0,0.0,1.360829771834608e-06,1.0320401911690838e-05,2.468591493283086e-07
192.168.197.54,0.00030921459492888067,0.0006557377049180328,0.02153708668453977,0.0120899971836945,0.9836753129436057,0.8902439024390244,0.10975609756097561,0.0,0.0,0.0,3.932141514998531e-05,0.00010735735159356445,2.3531898584344864e-07
192.168.121.58,0.00030921459492888067,0.0003278688524590164,0.00035746201966041106,0.39993614643750336,1.0,0.0,1.0,0.0,0.0,0.0,1.8338031908910419e-06,8.684240633008144e-06,1.2441701126146754e-05
192.168.121.62,0.004947433518862091,0.0022950819672131148,0.015013404825737266,0.047235893258757745,1.0,0.16568047337278108,0.834319526627219,0.0,0.0,0.0,8.540899691873251e-05,0.0002717286308212258,1.0465221155992112e-05
