row_0,0,1,2,3,4,5,6
192.168.121.11,249,0,0,0,1,1,2
192.168.121.21,260,0,1,0,0,0,1
192.168.121.22,173,0,0,1,0,0,2
192.168.121.44,27,0,1,0,0,0,2
192.168.121.45,30,0,0,0,1,0,0
192.168.121.47,55,1,2,2,0,2,3
192.168.121.48,200,3,1,0,1,0,4
192.168.121.6,124,1,0,0,0,0,1
192.168.121.76,309,2,2,1,1,0,6
192.168.121.80,10,0,0,0,0,0,1
