row_0,0,1,2,3,4,5,7
192.168.121.11,35,1,0,0,0,1,0
192.168.121.21,133,0,0,0,0,0,0
192.168.121.22,80,0,1,0,0,0,0
192.168.121.44,4,0,0,0,0,0,0
192.168.121.47,5,0,1,0,1,0,0
192.168.121.48,53,0,2,1,2,1,2
192.168.121.6,16,0,0,0,0,0,0
192.168.121.76,85,0,0,0,18,0,1
192.168.121.80,8,0,0,0,0,0,0
